
 Branch Buffer Table: 

Current PC 	 Target PC
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
0x10368:
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     T
			NT	     T
			NT	     T
			NT	     NT
			NT	     NT
